ObjectClass	CommandType	CommandName	PraatUsage	SpecialFileTypes
Dissimilarity	Query	Get number of rows	do ("Get number of rows")	NA
Dissimilarity	Query	Get number of columns	do ("Get number of columns")	NA
Dissimilarity	Query	Get row label...	do ("Get row label...", 1)	NA
Dissimilarity	Query	Get column label...	do ("Get column label...", 1)	NA
Dissimilarity	Query	Get row index...	do ("Get row index...", "")	NA
Dissimilarity	Query	Get column index...	do ("Get column index...", "")	NA
Dissimilarity	Query	Get value...	do ("Get value...", 1, 1)	NA
Dissimilarity	Query	Get table norm	do ("Get table norm")	NA
Dissimilarity	Query	Get additive constant	do ("Get additive constant")	NA
Distance	Create	To Configuration (indscale)...	do ("To Configuration (indscale)...", 2, "yes", "no")	headerless spreadsheet
Distance	Create	To Configuration (ytl)...	do ("To Configuration (ytl)...", 2, "yes", 1e-5, 100, 1)	headerless spreadsheet
Distance	Create	To Dissimilarity	do ("To Dissimilarity")	headerless spreadsheet
Distance	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
Distance	Create	To ScalarProduct...	do ("To ScalarProduct...", "yes")	headerless spreadsheet
Distance	Create	Extract row labels as Strings	do ("Extract row labels as Strings")	raw text
Distance	Create	Extract column labels as Strings	do ("Extract column labels as Strings")	raw text
Distance	Create	To Table...	do ("To Table...", "rowLabel")	comma-separated, tab-separated
Distance	Create	Extract row ranges...	do ("Extract row ranges...", "1 2")	headerless spreadsheet
Distance	Create	Extract rows where column...	do ("Extract rows where column...", 1, "equal to", 0)	headerless spreadsheet
Distance	Create	Extract rows where label...	do ("Extract rows where label...", "is equal to", "a")	headerless spreadsheet
Distance	Create	Extract rows where...	do ("Extract rows where...", "row mod 3 = 0")	headerless spreadsheet
Distance	Create	Extract column ranges...	do ("Extract column ranges...", "1 2")	headerless spreadsheet
Distance	Create	Extract columns where row...	do ("Extract columns where row...", 1, "equal to", 0)	headerless spreadsheet
Distance	Create	Extract columns where label...	do ("Extract columns where label...", "is equal to", "a")	headerless spreadsheet
Distance	Create	Extract columns where...	do ("Extract columns where...", "col mod 3 = 0")	headerless spreadsheet
Distance	Create	To TableOfReal	do ("To TableOfReal")	headerless spreadsheet
Distance	Modify	Formula...	do ("Formula...", "if col = 5 then self + self [6] else self fi")	headerless spreadsheet
Distance	Modify	Set value...	do ("Set value...", 1, 1, 0)	headerless spreadsheet
Distance	Modify	Sort by label...	do ("Sort by label...", 1, 0)	headerless spreadsheet
Distance	Modify	Sort by column...	do ("Sort by column...", 1, 0)	headerless spreadsheet
Distance	Modify	Remove row (index)...	do ("Remove row (index)...", 1)	headerless spreadsheet
Distance	Modify	Remove column (index)...	do ("Remove column (index)...", 1)	headerless spreadsheet
Distance	Modify	Insert row (index)...	do ("Insert row (index)...", 1)	headerless spreadsheet
Distance	Modify	Insert column (index)...	do ("Insert column (index)...", 1)	headerless spreadsheet
Distance	Modify	Set row label (index)...	do ("Set row label (index)...", 1, "")	headerless spreadsheet
Distance	Modify	Set row label (label)...	do ("Set row label (label)...", "", "")	headerless spreadsheet
Distance	Modify	Set column label (index)...	do ("Set column label (index)...", 1, "")	headerless spreadsheet
Distance	Modify	Set column label (label)...	do ("Set column label (label)...", "", "")	headerless spreadsheet
Distance	Modify	Normalize rows...	do ("Normalize rows...", 1)	headerless spreadsheet
Distance	Modify	Normalize columns...	do ("Normalize columns...", 1)	headerless spreadsheet
Distance	Modify	Normalize table...	do ("Normalize table...", 1)	headerless spreadsheet
Distance	Modify	Standardize rows	do ("Standardize rows")	headerless spreadsheet
Distance	Modify	Standardize columns	do ("Standardize columns")	headerless spreadsheet
Distance	Query	Get number of rows	do ("Get number of rows")	NA
Distance	Query	Get number of columns	do ("Get number of columns")	NA
Distance	Query	Get row label...	do ("Get row label...", 1)	NA
Distance	Query	Get column label...	do ("Get column label...", 1)	NA
Distance	Query	Get row index...	do ("Get row index...", "")	NA
Distance	Query	Get column index...	do ("Get column index...", "")	NA
Distance	Query	Get value...	do ("Get value...", 1, 1)	NA
Distance	Query	Get table norm	do ("Get table norm")	NA
Distributions	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
Distributions	Create	Extract row labels as Strings	do ("Extract row labels as Strings")	raw text
Distributions	Create	Extract column labels as Strings	do ("Extract column labels as Strings")	raw text
Distributions	Create	To Strings...	do ("To Strings...", 1, 1000)	raw text
Distributions	Create	To Strings (exact)...	do ("To Strings (exact)...", 1)	raw text
Distributions	Create	To Table...	do ("To Table...", "rowLabel")	comma-separated, tab-separated
Distributions	Create	Extract row ranges...	do ("Extract row ranges...", "1 2")	headerless spreadsheet
Distributions	Create	Extract rows where column...	do ("Extract rows where column...", 1, "equal to", 0)	headerless spreadsheet
Distributions	Create	Extract rows where label...	do ("Extract rows where label...", "is equal to", "a")	headerless spreadsheet
Distributions	Create	Extract rows where...	do ("Extract rows where...", "row mod 3 = 0")	headerless spreadsheet
Distributions	Create	Extract column ranges...	do ("Extract column ranges...", "1 2")	headerless spreadsheet
Distributions	Create	Extract columns where row...	do ("Extract columns where row...", 1, "equal to", 0)	headerless spreadsheet
Distributions	Create	Extract columns where label...	do ("Extract columns where label...", "is not equal to", "a")	headerless spreadsheet
Distributions	Create	Extract columns where...	do ("Extract columns where...", "col mod 3 = 0")	headerless spreadsheet
Distributions	Create	To Transition...	do ("To Transition...", 1, "yes")	NA
Distributions	Modify	Formula...	do ("Formula...", "if col = 5 then self + self [6] else self fi")	headerless spreadsheet
Distributions	Modify	Set value...	do ("Set value...", 1, 1, 0)	headerless spreadsheet
Distributions	Modify	Sort by label...	do ("Sort by label...", 1, 0)	headerless spreadsheet
Distributions	Modify	Sort by column...	do ("Sort by column...", 1, 0)	headerless spreadsheet
Distributions	Modify	Remove row (index)...	do ("Remove row (index)...", 1)	headerless spreadsheet
Distributions	Modify	Remove column (index)...	do ("Remove column (index)...", 1)	headerless spreadsheet
Distributions	Modify	Insert row (index)...	do ("Insert row (index)...", 1)	headerless spreadsheet
Distributions	Modify	Insert column (index)...	do ("Insert column (index)...", 1)	headerless spreadsheet
Distributions	Modify	Set row label (index)...	do ("Set row label (index)...", 1, "")	headerless spreadsheet
Distributions	Modify	Set row label (label)...	do ("Set row label (label)...", "", "")	headerless spreadsheet
Distributions	Modify	Set column label (index)...	do ("Set column label (index)...", 1, "")	headerless spreadsheet
Distributions	Modify	Set column label (label)...	do ("Set column label (label)...", "", "")	headerless spreadsheet
Distributions	Query	Get number of rows	do ("Get number of rows")	NA
Distributions	Query	Get number of columns	do ("Get number of columns")	NA
Distributions	Query	Get row label...	do ("Get row label...", 1)	NA
Distributions	Query	Get column label...	do ("Get column label...", 1)	NA
Distributions	Query	Get row index...	do ("Get row index...", "")	NA
Distributions	Query	Get column index...	do ("Get column index...", "")	NA
Distributions	Query	Get value...	do ("Get value...", 1, 1)	NA
Distributions	Query	Get probability (label)...	do ("Get probability (label)...", 1, "")	NA
DTW	Create	Swap axes	do ("Swap axes")	NA
DTW	Create	To Matrix (distances)	do ("To Matrix (distances)")	headerless spreadsheet, matrix text
DTW	Create	To Matrix (cumm. distances)...	do ("To Matrix (cumm. distances)...", 0.05, "no restriction")	headerless spreadsheet, matrix text
DTW	Create	To Polygon...	do ("To Polygon...", 0.1, "no restriction")	NA
DTW	Modify	Formula (distances)...	do ("Formula (distances)...", "self")	NA
DTW	Modify	Set distance value...	do ("Set distance value...", 0.1, 0.1, 0)	NA
DTW	Modify	Find path (band & slope)...	do ("Find path (band & slope)...", 0.05, "no restriction")	NA
DTW	Query	Get start time (x)	do ("Get start time (x)")	NA
DTW	Query	Get end time (x)	do ("Get end time (x)")	NA
DTW	Query	Get total duration (x)	do ("Get total duration (x)")	NA
DTW	Query	Get start time (y)	do ("Get start time (y)")	NA
DTW	Query	Get end time (y)	do ("Get end time (y)")	NA
DTW	Query	Get total duration (y)	do ("Get total duration (y)")	NA
DTW	Query	Get number of frames (x)	do ("Get number of frames (x)")	NA
DTW	Query	Get time step (x)	do ("Get time step (x)")	NA
DTW	Query	Get time from frame number (x)...	do ("Get time from frame number (x)...", 1)	NA
DTW	Query	Get frame number from time (x)...	do ("Get frame number from time (x)...", 0.1)	NA
DTW	Query	Get number of frames (y)	do ("Get number of frames (y)")	NA
DTW	Query	Get time step (y)	do ("Get time step (y)")	NA
DTW	Query	Get time from frame number (y)...	do ("Get time from frame number (y)...", 1)	NA
DTW	Query	Get frame number from time (y)...	do ("Get frame number from time (y)...", 0.1)	NA
DTW	Query	Get y time from x time...	do ("Get y time from x time...", 0)	NA
DTW	Query	Get x time from y time...	do ("Get x time from y time...", 0)	NA
DTW	Query	Get maximum consecutive steps...	do ("Get maximum consecutive steps...", "X")	NA
DTW	Query	Get distance value...	do ("Get distance value...", 0.1, 0.1)	NA
DTW	Query	Get minimum distance	do ("Get minimum distance")	NA
DTW	Query	Get maximum distance	do ("Get maximum distance")	NA
DTW	Query	Get distance (weighted)	do ("Get distance (weighted)")	NA
DurationTier	Create	Down to PointProcess	do ("Down to PointProcess")	NA
DurationTier	Modify	Shift times by...	do ("Shift times by...", 0.5)	NA
DurationTier	Modify	Shift times to...	do ("Shift times to...", "start time", 0)	NA
DurationTier	Modify	Scale times by...	do ("Scale times by...", 2)	NA
DurationTier	Modify	Scale times to...	do ("Scale times to...", 0, 1)	NA
DurationTier	Modify	Remove point...	do ("Remove point...", 1)	NA
DurationTier	Modify	Remove point near...	do ("Remove point near...", 0.5)	NA
DurationTier	Modify	Remove points between...	do ("Remove points between...", 0, 1)	NA
DurationTier	Modify	Add point...	do ("Add point...", 0.5, 1.5)	NA
DurationTier	Modify	Formula...	do ("Formula...", "self * 1.5")	NA
DurationTier	Query	Get start time	do ("Get start time")	NA
DurationTier	Query	Get end time	do ("Get end time")	NA
DurationTier	Query	Get total duration	do ("Get total duration")	NA
DurationTier	Query	Get number of points	do ("Get number of points")	NA
DurationTier	Query	Get low index from time...	do ("Get low index from time...", 0.5)	NA
DurationTier	Query	Get high index from time...	do ("Get high index from time...", 0.5)	NA
DurationTier	Query	Get nearest index from time...	do ("Get nearest index from time...", 0.5)	NA
DurationTier	Query	Get time from index...	do ("Get time from index...", 10)	NA
DurationTier	Query	Get target duration...	do ("Get target duration...", 0, 1)	NA
EditCostsTable	Create	To TableOfReal	do ("To TableOfReal")	headerless spreadsheet
EditCostsTable	Modify	Set target symbol (index)...	do ("Set target symbol (index)...", 1, "a")	NA
EditCostsTable	Modify	Set source symbol (index)...	do ("Set source symbol (index)...", 1, "a")	NA
EditCostsTable	Modify	Set insertion costs...	do ("Set insertion costs...", "", 2)	NA
EditCostsTable	Modify	Set deletion costs...	do ("Set deletion costs...", "", 2)	NA
EditCostsTable	Modify	Set substitution costs...	do ("Set substitution costs...", "a i u", "a i u", 2)	NA
EditCostsTable	Modify	Set costs (others)...	do ("Set costs (others)...", 1, 1, 0, 2)	NA
EditCostsTable	Query	Get target index...	do ("Get target index...", "")	NA
EditCostsTable	Query	Get source index...	do ("Get source index...", "")	NA
EditCostsTable	Query	Get insertion cost...	do ("Get insertion cost...", "")	NA
EditCostsTable	Query	Get deletion cost...	do ("Get deletion cost...", "")	NA
EditCostsTable	Query	Get substitution cost...	do ("Get substitution cost...", "", "")	NA
EditCostsTable	Query	Get cost (others)...	do ("Get cost (others)...", "Insertion")	NA
EditDistanceTable	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
EditDistanceTable	Create	To Table...	do ("To Table...", "rowLabel")	comma-separated, tab-separated
EditDistanceTable	Create	Extract row ranges...	do ("Extract row ranges...", "1 2")	headerless spreadsheet
EditDistanceTable	Create	Extract rows where column...	do ("Extract rows where column...", 1, "equal to", 0)	headerless spreadsheet
EditDistanceTable	Create	Extract rows where label...	do ("Extract rows where label...", "is not equal to", "a")	headerless spreadsheet
EditDistanceTable	Create	Extract rows where...	do ("Extract rows where...", "row mod 3 = 0")	headerless spreadsheet
EditDistanceTable	Create	Extract column ranges...	do ("Extract column ranges...", "1")	headerless spreadsheet
EditDistanceTable	Create	Extract columns where row...	do ("Extract columns where row...", 1, "equal to", 0)	headerless spreadsheet
EditDistanceTable	Create	Extract columns where label...	do ("Extract columns where label...", "is not equal to", "a")	headerless spreadsheet
EditDistanceTable	Create	Extract columns where...	do ("Extract columns where...", "col mod 1 = 0")	headerless spreadsheet
EditDistanceTable	Create	Extract row labels as Strings	do ("Extract row labels as Strings")	headerless spreadsheet
EditDistanceTable	Create	Extract column labels as Strings	do ("Extract column labels as Strings")	headerless spreadsheet
EditDistanceTable	Modify	Formula...	do ("Formula...", "if col = 5 then self + self [6] else self fi")	headerless spreadsheet
EditDistanceTable	Modify	Set default costs...	do ("Set default costs...", 1, 1, 2)	headerless spreadsheet
EditDistanceTable	Modify	Set value...	do ("Set value...", 1, 1, 0)	headerless spreadsheet
EditDistanceTable	Modify	Sort by label...	do ("Sort by label...", 1, 0)	headerless spreadsheet
EditDistanceTable	Modify	Sort by column...	do ("Sort by column...", 1, 0)	headerless spreadsheet
EditDistanceTable	Modify	Remove row (index)...	do ("Remove row (index)...", 1)	headerless spreadsheet
EditDistanceTable	Modify	Remove column (index)...	do ("Remove column (index)...", 1)	headerless spreadsheet
EditDistanceTable	Modify	Insert row (index)...	do ("Insert row (index)...", 1)	headerless spreadsheet
EditDistanceTable	Modify	Insert column (index)...	do ("Insert column (index)...", 1)	headerless spreadsheet
EditDistanceTable	Modify	Set row label (index)...	do ("Set row label (index)...", 1, "")	headerless spreadsheet
EditDistanceTable	Modify	Set row label (label)...	do ("Set row label (label)...", "", "")	headerless spreadsheet
EditDistanceTable	Modify	Set column label (index)...	do ("Set column label (index)...", 1, "")	headerless spreadsheet
EditDistanceTable	Modify	Set column label (label)...	do ("Set column label (label)...", "", "")	headerless spreadsheet
EditDistanceTable	Query	Get number of rows	do ("Get number of rows")	NA
EditDistanceTable	Query	Get number of columns	do ("Get number of columns")	NA
EditDistanceTable	Query	Get row label...	do ("Get row label...", 1)	NA
EditDistanceTable	Query	Get column label...	do ("Get column label...", 1)	NA
EditDistanceTable	Query	Get row index...	do ("Get row index...", "")	NA
EditDistanceTable	Query	Get column index...	do ("Get column index...", "")	NA
EditDistanceTable	Query	Get value...	do ("Get value...", 1, 1)	NA
EEG	Create	Extract channel...	do ("Extract channel...", "Cz")	NA
EEG	Create	Extract part...	do ("Extract part...", 0, 1, "no")	NA
EEG	Create	To ERPTier...	do ("To ERPTier...", -0.11, 0.39, 8)	NA
EEG	Create	To PCA...	do ("To PCA...", 0, 10, "1:64", "Covariance")	NA
EEG	Create	To Sound (frequency shifted)...	do ("To Sound (frequency shifted)...", 1, 100, 11025, 0.99)	(Sound formats)
EEG	Create	Extract waveforms as Sound	do ("Extract waveforms as Sound")	(Sound formats)
EEG	Create	Extract marks as TextGrid	do ("Extract marks as TextGrid")	chronological text
EEG	Modify	Set channel name...	do ("Set channel name...", 1, "BLA")	NA
EEG	Modify	Edit external electrode names...	do ("Edit external electrode names...", "EXG1", "EXG2", "EXG3", "EXG4", "EXG5", "EXG6", "EXG7", "EXG8")	NA
EEG	Modify	Subtract reference...	do ("Subtract reference...", "MASL", "MASR")	NA
EEG	Modify	Subtract mean channel...	do ("Subtract mean channel...", 1, 32)	NA
EEG	Modify	Detrend	do ("Detrend")	NA
EEG	Modify	Filter...	do ("Filter...", 1, 0.5, 25, 12.5, "yes")	NA
EEG	Modify	Set channel to zero...	do ("Set channel to zero...", "Iz")	NA
EEG	Query	Get channel name...	do ("Get channel name...", 1)	NA
EEG	Query	Get channel number...	do ("Get channel number...", "Cz")	NA
ERP	Create	Down to Sound	do ("Down to Sound")	(Sound formats)
ERP	Create	Extract one channel as Sound...	do ("Extract one channel as Sound...", "A6")	(Sound formats)
ERP	Create	Down to Table...	do ("Down to Table...", "no", "yes", 6, 12, "volt")	comma-separated, tab-separated
ERP	Modify	Formula...	do ("Formula...", "self")	NA
ERP	Modify	Formula (part)...	do ("Formula (part)...", 0, 0, 1, 2, "2 * self")	NA
ERP	Query	Get channel name...	do ("Get channel name...", 1)	NA
ERP	Query	Get channel number...	do ("Get channel number...", "Cz")	NA
ERP	Query	Get minimum...	do ("Get minimum...", "Cz", 0, 0, "Sinc70")	NA
ERP	Query	Get time of minimum...	do ("Get time of minimum...", "Cz", 0, 0, "Sinc70")	NA
ERP	Query	Get maximum...	do ("Get maximum...", "Cz", 0, 0, "Sinc70")	NA
ERP	Query	Get time of maximum...	do ("Get time of maximum...", "Cz", 0, 0, "Sinc70")	NA
ERP	Query	Get mean...	do ("Get mean...", "Cz", 0, 0)	NA
ERPTier	Create	Extract ERP...	do ("Extract ERP...", 1)	NA
ERPTier	Create	To ERP (mean)	do ("To ERP (mean)")	NA
ERPTier	Modify	Subtract baseline...	do ("Subtract baseline...", -0.11, 0)	NA
ERPTier	Modify	Reject artefacts...	do ("Reject artefacts...", 7.5e-005)	NA
ERPTier	Modify	Remove events between...	do ("Remove events between...", 0, 1)	NA
ERPTier	Query	Get start time	do ("Get start time")	NA
ERPTier	Query	Get end time	do ("Get end time")	NA
ERPTier	Query	Get total duration	do ("Get total duration")	NA
ERPTier	Query	Get number of points	do ("Get number of points")	NA
ERPTier	Query	Get low index from time...	do ("Get low index from time...", 0.5)	NA
ERPTier	Query	Get high index from time...	do ("Get high index from time...", 0.5)	NA
ERPTier	Query	Get nearest index from time...	do ("Get nearest index from time...", 0.5)	NA
ERPTier	Query	Get time from index...	do ("Get time from index...", 10)	NA
ERPTier	Query	Get channel name...	do ("Get channel name...", 1)	NA
ERPTier	Query	Get channel number...	do ("Get channel number...", "Cz")	NA
ERPTier	Query	Get mean...	do ("Get mean...", 1, "Cz", 0, 0)	NA
Excitation	Create	To Excitations	do ("To Excitations")	NA
Excitation	Create	To Formant...	do ("To Formant...", 20)	NA
Excitation	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
Excitation	Modify	Formula...	do ("Formula...", "self")	NA
Excitation	Query	Get loudness	do ("Get loudness")	NA
Excitations	Create	Extract Excitation...	do ("Extract Excitation...", 1)	NA
Excitations	Create	To Pattern...	do ("To Pattern...", 1)	NA
Excitations	Create	To TableOfReal	do ("To TableOfReal")	headerless spreadsheet
Excitations	Modify	Formula...	do ("Formula...", "self")	NA
ExperimentMFC	Create	Extract results	do ("Extract results")	NA
FFNet	Create	Extract weights...	do ("Extract weights...", 1)	headerless spreadsheet
FFNet	Modify	Set weight...	do ("Set weight...", 1, 1, 1, 0)	NA
FFNet	Modify	Set bias...	do ("Set bias...", 1, 1, 0)	NA
FFNet	Modify	Reset...	do ("Reset...", 0.1)	NA
FFNet	Modify	Select biases...	do ("Select biases...", 1)	NA
FFNet	Modify	Select all weights	do ("Select all weights")	NA
FFNet	Query	Get output unit of category...	do ("Get output unit of category...", "u")	NA
FFNet	Query	Get category of output unit...	do ("Get category of output unit...", 1)	NA
FFNet	Query	Get number of outputs	do ("Get number of outputs")	NA
FFNet	Query	Get number of hidden units...	do ("Get number of hidden units...", 1)	NA
FFNet	Query	Get number of inputs	do ("Get number of inputs")	NA
FFNet	Query	Get number of hidden weights...	do ("Get number of hidden weights...", 1)	NA
FFNet	Query	Get number of output weights	do ("Get number of output weights")	NA
FFNet	Query	Get bias...	do ("Get bias...", 1, 1)	NA
FFNet	Query	Get weight...	do ("Get weight...", 1, 1, 1)	NA
FFNet	Query	Get minimum	do ("Get minimum")	NA
FileInMemory	Modify	Set id...	do ("Set id...", "New id")	NA
FileInMemory	Query	Show as code...	do ("Show as code...", "example", 20)	NA
FilesInMemory	Create	To Strings (id)	do ("To Strings (id)")	raw text
FilesInMemory	Query	Show as code...	do ("Show as code...", "example", 20)	NA
FilesInMemory	Query	Show one file as code...	do ("Show one file as code...", 1, "example", 20)	NA
Formant	Create	Track...	do ("Track...", 3, 550, 1650, 2750, 3850, 4950, 1, 1, 1)	NA
Formant	Create	Down to FormantGrid	do ("Down to FormantGrid")	NA
Formant	Create	To LPC...	do ("To LPC...", 16000)	NA
Formant	Create	To Matrix...	do ("To Matrix...", 1)	headerless spreadsheet, matrix text
Formant	Create	Down to Table...	do ("Down to Table...", "no", "yes", 6, "no", 3, "yes", 3, "yes")	comma-separated, tab-separated
Formant	Modify	Shift times by...	do ("Shift times by...", 0.5)	NA
Formant	Modify	Shift times to...	do ("Shift times to...", "start time", 0)	NA
Formant	Modify	Scale times by...	do ("Scale times by...", 2)	NA
Formant	Modify	Scale times to...	do ("Scale times to...", 0, 1)	NA
Formant	Modify	Sort	do ("Sort")	NA
Formant	Modify	Formula (frequencies)...	do ("Formula (frequencies)...", "if row = 2 then self + 200 else self fi")	NA
Formant	Modify	Formula (bandwidths)...	do ("Formula (bandwidths)...", "self / 2")	NA
Formant	Modify	Formula...	do ("Formula...", 0, 0, 1, 5, "if row mod 2 = 1 and self[row,col]/self[row+1,col] < 5 then 0 else self fi")	NA
Formant	Query	List...	do ("List...", "no", "yes", 6, "no", 3, "yes", 3, "yes")	NA
Formant	Query	Get start time	do ("Get start time")	NA
Formant	Query	Get end time	do ("Get end time")	NA
Formant	Query	Get total duration	do ("Get total duration")	NA
Formant	Query	Get number of frames	do ("Get number of frames")	NA
Formant	Query	Get time step	do ("Get time step")	NA
Formant	Query	Get time from frame number...	do ("Get time from frame number...", 1)	NA
Formant	Query	Get frame number from time...	do ("Get frame number from time...", 0.5)	NA
Formant	Query	Get number of formants...	do ("Get number of formants...", 1)	NA
Formant	Query	Get minimum number of formants	do ("Get minimum number of formants")	NA
Formant	Query	Get maximum number of formants	do ("Get maximum number of formants")	NA
Formant	Query	Get value at time...	do ("Get value at time...", 1, 0.5, "Hertz", "Linear")	NA
Formant	Query	Get bandwidth at time...	do ("Get bandwidth at time...", 1, 0.5, "Hertz", "Linear")	NA
Formant	Query	Get minimum...	do ("Get minimum...", 1, 0, 0, "Hertz", "Parabolic")	NA
Formant	Query	Get time of minimum...	do ("Get time of minimum...", 1, 0, 0, "Hertz", "Parabolic")	NA
Formant	Query	Get maximum...	do ("Get maximum...", 1, 0, 0, "Hertz", "Parabolic")	NA
Formant	Query	Get time of maximum...	do ("Get time of maximum...", 1, 0, 0, "Hertz", "Parabolic")	NA
Formant	Query	Get quantile...	do ("Get quantile...", 1, 0, 0, "Hertz", 0.5)	NA
Formant	Query	Get quantile of bandwidth...	do ("Get quantile of bandwidth...", 1, 0, 0, "Hertz", 0.5)	NA
Formant	Query	Get mean...	do ("Get mean...", 1, 0, 0, "Hertz")	NA
Formant	Query	Get standard deviation...	do ("Get standard deviation...", 1, 0, 0, "Hertz")	NA
FormantFilter	Create	To Intensity	do ("To Intensity")	NA
FormantFilter	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
FormantFilter	Modify	Equalize intensities...	do ("Equalize intensities...", 80)	NA
FormantFilter	Query	Get start time	do ("Get start time")	NA
FormantFilter	Query	Get end time	do ("Get end time")	NA
FormantFilter	Query	Get total duration	do ("Get total duration")	NA
FormantFilter	Query	Get number of frames	do ("Get number of frames")	NA
FormantFilter	Query	Get time step	do ("Get time step")	NA
FormantFilter	Query	Get time from frame number...	do ("Get time from frame number...", 1)	NA
FormantFilter	Query	Get frame number from time...	do ("Get frame number from time...", 0.5)	NA
FormantFilter	Query	Get time from column...	do ("Get time from column...", 1)	NA
FormantFilter	Query	Get lowest frequency	do ("Get lowest frequency")	NA
FormantFilter	Query	Get highest frequency	do ("Get highest frequency")	NA
FormantFilter	Query	Get number of frequencies	do ("Get number of frequencies")	NA
FormantFilter	Query	Get frequency distance	do ("Get frequency distance")	NA
FormantFilter	Query	Get frequency from row...	do ("Get frequency from row...", 1)	NA
FormantFilter	Query	Get value in cell...	do ("Get value in cell...", 0.5, 1)	NA
FormantFilter	Query	Get frequency in Hertz...	do ("Get frequency in Hertz...", 10, "Bark")	NA
FormantFilter	Query	Get frequency in Bark...	do ("Get frequency in Bark...", 93.17, "Hertz")	NA
FormantFilter	Query	Get frequency in mel...	do ("Get frequency in mel...", 1000, "Hertz")	NA
FormantGrid	Create	To Formant...	do ("To Formant...", 0.01, 0.1)	NA
FormantGrid	Modify	Shift times by...	do ("Shift times by...", 0.5)	NA
FormantGrid	Modify	Shift times to...	do ("Shift times to...", "start time", 0)	NA
FormantGrid	Modify	Scale times by...	do ("Scale times by...", 2)	NA
FormantGrid	Modify	Scale times to...	do ("Scale times to...", 0, 1)	NA
FormantGrid	Modify	Formula (frequencies)...	do ("Formula (frequencies)...", "if row = 2 then self + 200 else self fi")	NA
FormantGrid	Modify	Add formant point...	do ("Add formant point...", 1, 0.5, 550)	NA
FormantGrid	Modify	Add bandwidth point...	do ("Add bandwidth point...", 1, 0.5, 100)	NA
FormantGrid	Modify	Remove formant points between...	do ("Remove formant points between...", 1, 0.3, 0.7)	NA
FormantGrid	Modify	Remove bandwidth points between...	do ("Remove bandwidth points between...", 1, 0.3, 0.7)	NA
FormantTier	Create	Down to TableOfReal...	do ("Down to TableOfReal...", "yes", "no")	headerless spreadsheet
FormantTier	Modify	Shift times by...	do ("Shift times by...", 0.5)	NA
FormantTier	Modify	Shift times to...	do ("Shift times to...", "start time", 0)	NA
FormantTier	Modify	Scale times by...	do ("Scale times by...", 2)	NA
FormantTier	Modify	Scale times to...	do ("Scale times to...", 0, 1)	NA
FormantTier	Modify	Remove point...	do ("Remove point...", 1)	NA
FormantTier	Modify	Remove point near...	do ("Remove point near...", 0.5)	NA
FormantTier	Modify	Remove points between...	do ("Remove points between...", 0, 1)	NA
FormantTier	Modify	Add point...	do ("Add point...", 0.5, "500 50 1500 100 2500 150 3500 200 4500 300")	NA
FormantTier	Query	Get start time	do ("Get start time")	NA
FormantTier	Query	Get end time	do ("Get end time")	NA
FormantTier	Query	Get total duration	do ("Get total duration")	NA
FormantTier	Query	Get number of points	do ("Get number of points")	NA
FormantTier	Query	Get low index from time...	do ("Get low index from time...", 0.5)	NA
FormantTier	Query	Get high index from time...	do ("Get high index from time...", 0.5)	NA
FormantTier	Query	Get nearest index from time...	do ("Get nearest index from time...", 0.5)	NA
FormantTier	Query	Get time from index...	do ("Get time from index...", 10)	NA
FormantTier	Query	Get value at time...	do ("Get value at time...", 1, 0.5)	NA
FormantTier	Query	Get bandwidth at time...	do ("Get bandwidth at time...", 1, 0.5)	NA
GaussianMixture	Create	Extract component...	do ("Extract component...", 1)	headerless spreadsheet
GaussianMixture	Create	To Covariance (between)	do ("To Covariance (between)")	headerless spreadsheet
GaussianMixture	Create	To Covariance (within)	do ("To Covariance (within)")	headerless spreadsheet
GaussianMixture	Create	To Covariance (total)	do ("To Covariance (total)")	headerless spreadsheet
GaussianMixture	Create	To PCA	do ("To PCA")	NA
GaussianMixture	Create	Extract mixing probabilities	do ("Extract mixing probabilities")	headerless spreadsheet
GaussianMixture	Create	Extract centroids	do ("Extract centroids")	headerless spreadsheet
GaussianMixture	Create	To TableOfReal (random sampling)...	do ("To TableOfReal (random sampling)...", 100)	headerless spreadsheet
GaussianMixture	Modify	Split component...	do ("Split component...", 1)	NA
GaussianMixture	Query	Get number of components	do ("Get number of components")	NA
GaussianMixture	Query	Get dimension of component	do ("Get dimension of component")	NA
GaussianMixture	Query	Get probability at position...	do ("Get probability at position...", "100.0 300.0")	NA
Harmonicity	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
Harmonicity	Modify	Shift times by...	do ("Shift times by...", 0.5)	NA
Harmonicity	Modify	Shift times to...	do ("Shift times to...", "start time", 0)	NA
Harmonicity	Modify	Scale times by...	do ("Scale times by...", 2)	NA
Harmonicity	Modify	Scale times to...	do ("Scale times to...", 0, 1)	NA
Harmonicity	Modify	Formula...	do ("Formula...", "self")	NA
Harmonicity	Query	Get start time	do ("Get start time")	NA
Harmonicity	Query	Get end time	do ("Get end time")	NA
