ObjectClass	CommandType	CommandName	PraatUsage	SpecialFileTypes
TextGrid	Query	Get end time	do ("Get end time")	NA
TextGrid	Query	Get total duration	do ("Get total duration")	NA
TextGrid	Query	Get number of tiers	do ("Get number of tiers")	NA
TextGrid	Query	Get tier name...	do ("Get tier name...", 1)	NA
TextGrid	Query	Is interval tier...	do ("Is interval tier...", 1)	NA
TextGrid	Query	Get number of intervals...	do ("Get number of intervals...", 1)	NA
TextGrid	Query	Get start point...	do ("Get start point...", 1, 1)	NA
TextGrid	Query	Get end point...	do ("Get end point...", 1, 1)	NA
TextGrid	Query	Get label of interval...	do ("Get label of interval...", 1, 1)	NA
TextGrid	Query	Get interval at time...	do ("Get interval at time...", 1, 0.5)	NA
TextGrid	Query	Get number of points...	do ("Get number of points...", 1)	NA
TextGrid	Query	Get time of point...	do ("Get time of point...", 1, 1)	NA
TextGrid	Query	Get label of point...	do ("Get label of point...", 1, 1)	NA
TextGrid	Query	Get low index from time...	do ("Get low index from time...", 1, 0.5)	NA
TextGrid	Query	Get high index from time...	do ("Get high index from time...", 1, 0.5)	NA
TextGrid	Query	Get nearest index from time...	do ("Get nearest index from time...", 1, 0.5)	NA
TextGrid	Query	Count labels...	do ("Count labels...", 1, "a")	NA
TextTier	Create	Get points...	do ("Get points...", "")	NA
TextTier	Create	Down to PointProcess	do ("Down to PointProcess")	NA
TextTier	Create	Down to TableOfReal (any)	do ("Down to TableOfReal (any)")	headerless spreadsheet
TextTier	Create	Down to TableOfReal...	do ("Down to TableOfReal...", "")	headerless spreadsheet
TextTier	Create	Into TextGrid	do ("Into TextGrid")	chronological text
TextTier	Modify	Shift times by...	do ("Shift times by...", 0.5)	NA
TextTier	Modify	Shift times to...	do ("Shift times to...", "start time", 0)	NA
TextTier	Modify	Scale times by...	do ("Scale times by...", 2)	NA
TextTier	Modify	Scale times to...	do ("Scale times to...", 0, 1)	NA
TextTier	Modify	Remove point...	do ("Remove point...", 1)	NA
TextTier	Modify	Remove point near...	do ("Remove point near...", 0.5)	NA
TextTier	Modify	Remove points between...	do ("Remove points between...", 0, 1)	NA
TextTier	Modify	Add point...	do ("Add point...", 0.5, "")	NA
TextTier	Query	Get start time	do ("Get start time")	NA
TextTier	Query	Get end time	do ("Get end time")	NA
TextTier	Query	Get total duration	do ("Get total duration")	NA
TextTier	Query	Get number of points	do ("Get number of points")	NA
TextTier	Query	Get low index from time...	do ("Get low index from time...", 0.5)	NA
TextTier	Query	Get high index from time...	do ("Get high index from time...", 0.5)	NA
TextTier	Query	Get nearest index from time...	do ("Get nearest index from time...", 0.5)	NA
TextTier	Query	Get time from index...	do ("Get time from index...", 10)	NA
TextTier	Query	Get label of point...	do ("Get label of point...", 1)	NA
Transition	Create	Conflate	do ("Conflate")	headerless spreadsheet
Transition	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
Transition	Create	Power...	do ("Power...", 2)	NA
VocalTract	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
VocalTract	Create	To Spectrum...	do ("To Spectrum...", 4097, 5000, 0.1, "yes", "yes")	NA
VocalTract	Create	To VocalTractTier...	do ("To VocalTractTier...", 0, 1, 0.5)	NA
VocalTract	Modify	Set length	do ("Set length")	NA
VocalTract	Modify	Formula...	do ("Formula...", "0")	NA
VocalTract	Query	Get length	do ("Get length")	NA
VocalTractTier	Create	To LPC...	do ("To LPC...", 0.005)	NA
VocalTractTier	Create	To VocalTract...	do ("To VocalTract...", 0.1)	NA
VocalTractTier	Modify	Shift times by...	do ("Shift times by...", 0.5)	NA
VocalTractTier	Modify	Shift times to...	do ("Shift times to...", "start time", 0)	NA
VocalTractTier	Modify	Scale times by...	do ("Scale times by...", 2)	NA
VocalTractTier	Modify	Scale times to...	do ("Scale times to...", 0, 1)	NA
VocalTractTier	Modify	Remove point...	do ("Remove point...", 1)	NA
VocalTractTier	Modify	Remove point near...	do ("Remove point near...", 0.5)	NA
VocalTractTier	Modify	Remove points between...	do ("Remove points between...", 0, 1)	NA
VocalTractTier	Query	Get start time	do ("Get start time")	NA
VocalTractTier	Query	Get end time	do ("Get end time")	NA
VocalTractTier	Query	Get total duration	do ("Get total duration")	NA
VocalTractTier	Query	Get number of points	do ("Get number of points")	NA
VocalTractTier	Query	Get low index from time...	do ("Get low index from time...", 0.5)	NA
VocalTractTier	Query	Get high index from time...	do ("Get high index from time...", 0.5)	NA
VocalTractTier	Query	Get nearest index from time...	do ("Get nearest index from time...", 0.5)	NA
VocalTractTier	Query	Get time from index...	do ("Get time from index...", 10)	NA
Weight	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
Weight	Create	Extract row labels as Strings	do ("Extract row labels as Strings")	raw text
Weight	Create	Extract column labels as Strings	do ("Extract column labels as Strings")	raw text
Weight	Create	To Table...	do ("To Table...", "rowLabel")	comma-separated, tab-separated
Weight	Create	Extract row ranges...	do ("Extract row ranges...", "1 2")	headerless spreadsheet
Weight	Create	Extract rows where column...	do ("Extract rows where column...", 1, "equal to", 0)	headerless spreadsheet
Weight	Create	Extract rows where label...	do ("Extract rows where label...", "is equal to", "a")	headerless spreadsheet
Weight	Create	Extract rows where...	do ("Extract rows where...", "row mod 3 = 0")	headerless spreadsheet
Weight	Create	Extract column ranges...	do ("Extract column ranges...", "1 2")	headerless spreadsheet
Weight	Create	Extract columns where row...	do ("Extract columns where row...", 1, "not equal to", 0)	headerless spreadsheet
Weight	Create	Extract columns where label...	do ("Extract columns where label...", "is not equal to", "a")	headerless spreadsheet
